,name,category,subcategory,price,created_at,purchase_opportunity,description
1050,Bolsa Planter,Outdoor,Outdoor Accessories,36.0,2020-12-01 10:00:31-07:00,Yes,"Blending form and function, the Bolsa Planter has a wide, tapered shape that is unique in its form and texture. Its reactive glaze creates speckles of rich brown across the beige surface, giving personality and dimension to your space. Crafted from ceramic, this eclectic planter makes a statement whether styled alone or filled with greenery."
1051,Lined Rattan Basket,Outdoor,Outdoor Accessories,60.0,2019-05-15 15:50:20-06:00,No,"Our Lined Rattan Basket is the perfect solution for your indoor or outdoor needs. Styled with a pair of trees on your front porch, or filled with your favorite indoor plant, this basket is the best of both form and function with its natural rattan weave and industrial plastic lining."
1052,Vintage Striped Beach Towel,Outdoor,Outdoor Accessories,70.0,2021-10-13 15:00:53-06:00,Yes,"Inspired by vintage design and complete with playful fringe, the Vintage Striped Beach Towel is as soft as it is beautiful. Made from 100% cotton toweling and generously sized, this beach towel has a luxurious feel that brings comfort to the beach, resort, or pool."
1053,Gray Cement Pot,Outdoor,Outdoor Accessories,22.0,2021-09-02 13:30:44-06:00,No,"The Gray Cement Pot is petite but bold. Its natural texture is complemented by a modern shape, and its gray finish brings a dimensional tone to this exceptionally unique piece of decor."
1054,Seaside Cream Pool Towel,Outdoor,Outdoor Accessories,40.0,2021-10-13 15:00:53-06:00,No,"Lightweight but absorbent, the Seaside Cream Pool Towel is crafted from 100% Turkish cotton for a quick-drying, soft towel. With a terry stripe that adds texture and design, the Seaside Cream Pool Towel is not only beautiful, but practical and playful."
1055,Gardening Shears,Outdoor,Outdoor Accessories,18.0,2019-10-30 10:42:48-06:00,Yes,"Our Gardening Shears are simple, beautiful and get the job done with ease. Whether you’re using them to trim your plants, or simply displaying them in your mudroom, (away from the kids of course), their classic shape lends a found look and feel."
1056,Sage Striped Beach Towel,Outdoor,Outdoor Accessories,70.0,2021-10-13 15:00:52-06:00,Yes,"No trip to the beach is complete without a towel that is equally as soft as it is beautiful. In a striped design reminiscent of decades past, the Sage Striped Beach Towel is completed with playful fringe. Crafted from 100% cotton toweling, this beach towel is generously sized for a luxurious feel."
1057,White Footed Pot,Outdoor,Outdoor Accessories,78.0,2021-06-08 10:01:59-06:00,Yes,"Scalloped edges detail the top of this White Footed Pot, completing its curved form with a whimsical touch. With its white matte finish, this piece offers a clean but classic appearance that is easily styled with a variety of greenery."
1058,Bodie Fiberstone Planter,Outdoor,Outdoor Accessories,68.0,2020-10-14 08:50:53-06:00,Yes,"In a blend of poly and natural materials, the Bodie Fiberstone Planter is weather proof and available in a variety of silhouettes. With a rough concrete texture, this beautiful outdoor planter adds variety and intentionality to your outdoor living spaces."
1059,Whitewashed Ridge Pots,Outdoor,Outdoor Accessories,20.0,2020-02-26 15:25:52-07:00,Yes,"Our Whitewashed Ridge Pots feature a rich uneven texture and matte glaze for unprecedented dimension. Crafted to stand the test of time, these pots look good either indoors or out and are the perfect accent for your favorite greenery!"
1060,Handled Planter Basket,Outdoor,Outdoor Accessories,65.0,2021-06-24 16:20:22-06:00,Yes,"Intricately woven in poly-rattan, the Handled Planter Basket has a clever box design with rounded edges. Lined with a plastic insert, this piece is ready to handle small indoor plants or standalone as a textural addition to home decor."
1061,Christophe Pourny Teak Tonic,Outdoor,Outdoor Accessories,18.0,2021-02-16 16:52:50-07:00,Yes,"Teak wood requires some upkeep, and this Christophe Pourny Teak Tonic helps revitalize and moisturize existing teak pieces while preventing the aging of new ones. Thoughtfully crafted with organic beeswax, rosemary, tea tree oil, and a natural drying agent, this tonic protects against mold, mildew, and the environment, ensuring the life of your high-quality teak furniture."
1062,Marina Outdoor Planter,Outdoor,Outdoor Accessories,40.0,2021-06-24 16:20:23-06:00,Yes,"Intricately woven in poly-rattan, the Marina Outdoor Planter has an elegant drum-shaped design. Lined with a plastic insert, this piece is ready to handle outdoor plants in covered areas, adding texture to the natural elements you place within it."
1063,Golden Cement Pot,Outdoor,Outdoor Accessories,18.0,2019-12-19 14:47:02-07:00,Yes,"Simplistic with a modern edge, the tonal hue of our Golden Cement Pot warms up your space with its warm rust and cream hue. Styled in pairs in your built-ins or holding your favorite flower arrangement, this vessel lends an added layer of interest with its weathered look and feel."
1064,Eira Faceted Pot,Outdoor,Outdoor Accessories,12.0,2020-06-10 11:16:47-06:00,Yes,"Hand-crafted with a keen attention to detail, the Eira Faceted Pot is created with a special clay and then hand-scratched for greater texture. With a creamy white color, and hand carved rim, this pot is stunningly simple yet incredibly textural."
1065,Jahi Rattan Drypot,Outdoor,Outdoor Accessories,56.0,2020-10-30 11:06:00-06:00,Yes,"Woven rattan in beige gray-hued tones come together in this Jahi Rattan Drypot. Sturdy yet endearing, this decorative pot brings a natural, earthy feel to your vignettes and can complement faux greenery with charm."
1066,Topanga Planter,Outdoor,Outdoor Accessories,36.0,2020-12-01 10:00:33-07:00,Yes,"Bring playfulness to your space with the Topanga Planter. Speckled with brown, this ceramic piece is glazed in a beige finish for an organic feel that highlights warm tones. Its subtle yet detailed palette is complemented by the planter’s unique wide mouth and shallow, tapered form, making a statement wherever it is placed."
1067,Earthy Textured Pot,Outdoor,Outdoor Accessories,22.0,2018-09-14 14:24:34-06:00,Yes,Our Earthy Textured Pot is two-toned with rustic texture and natural beauty. Easily mix with other pots in your home decor to bring aged charm and character to your home.
1068,Lined Ceramic Pot,Outdoor,Outdoor Accessories,144.0,2021-02-10 13:56:20-07:00,Yes,"Deliberately textured with deep vertical lines, the contour of the Lined Ceramic Pot directs the eye with its intentional pattern. This neutral piece adds an organic touch to vignettes, and sits atop a smooth ceramic tray that gives the pot added finish."
1069,Etta Indoor/Outdoor Pillow,Outdoor,Outdoor Accessories,108.0,2020-10-14 08:50:54-06:00,Yes,"The Etta Indoor / Outdoor Pillow is lively and fun, a perfect companion to your outdoor spaces. Its charming tassels and varied texture take the place of a formal pattern, adding interest and playfulness to the textile. Crafted to be both soft to the touch and weather resistant, the Ettan Indoor / Outdoor Pillow can stay at play as long as you do."
1070,Glossy Cream Garden Pots (Set of 3),Outdoor,Outdoor Accessories,270.0,2020-02-26 15:15:13-07:00,Yes,"Resembling the build of heavy ceramic pots, our Glossy Cream Garden Pots are crafted from resin, fiberglass and stone making them extremely lightweight and portable. Featuring a classic cream hue, these pots add dimension to your outdoor or indoor areas with ease."
1071,Waldon Indoor/Outdoor Pillow,Outdoor,Outdoor Accessories,128.0,2020-10-14 08:50:59-06:00,Yes,"One of our most unique pillows, the Waldon Indoor / Outdoor Pillow has a gradient, tone-on-tone pattern of bold and hazy stripes. In a palette of gray, black, and cream, this neutral pillow brings striking detail to your outdoor furniture. Crafted to be both soft to the touch and weather resistant, this pillow is as durable and versatile as it is beautiful."
1072,Natural Cement Planter (Set of 2),Outdoor,Outdoor Accessories,30.0,2021-04-15 09:36:40-06:00,Yes,"Crafted from cement with the look of woven cane, our Natural Cement Planter set brings added durability to its on-trend design. Styled within your home, this planter set offers a warm hue lending both depth and dimension and with ease."
1073,Farin Indoor/Outdoor Pillow,Outdoor,Outdoor Accessories,108.0,2020-10-14 08:50:55-06:00,Yes,"With contrasting colors, the Farin Indoor / Outdoor Pillow has a ribbed texture and a beautiful lined pattern that plays well with other textiles. Its weather-resistant fabric is soft to the touch, bringing the indoor comforts outside."
1074,Edene Ceramic Planter,Outdoor,Outdoor Accessories,108.0,2021-06-24 16:20:20-06:00,Yes,"Subtly textured stoneware adds unique character to the Edene Ceramic Planter. Reminiscent of the stoneware in an intentional, well-loved garden, this indoor planter acts as a dimensional accent and adds personality wherever it is styled."
1075,Textured Ceramic Pot,Outdoor,Outdoor Accessories,5.0,2021-02-10 13:56:44-07:00,Yes,"Our Textured Ceramic Pot makes its presence known with its herringbone detail and softly waved edges. The neutral cream and beige color scheme allows its form and pattern to make an impression, adding coastal, sun-touched elements to console and built-in vignettes."
1076,Nuri Planter,Outdoor,Outdoor Accessories,72.0,2021-05-19 15:34:12-06:00,Yes,"Woven in rattan, the Nuri Planter has a squared shape that features rounded corners and dramatic lines. Lined with a plastic insert, this piece is suited for indoor plants and brings texture to the natural elements you place within it."
1077,Glazed Stoneware Planter,Outdoor,Outdoor Accessories,40.0,2021-02-10 13:56:13-07:00,Yes,"Lively yet neutral, this Glazed Stoneware Planter pairs a dimensional ombre glazed finish with a unique knobbed detail, to create a distinctive visual presence. Fill this piece with your favorite greenery, and place around the home to add light and life to the space."
1078,Nessa Ceramic Pot,Outdoor,Outdoor Accessories,22.0,2020-10-02 17:03:08-06:00,Yes,"Textural appeal abounds with the eye-catching dimension of the Nessa Ceramic Pot. Crafted with vertical flutes that draw the eye up to any arrangement it holds, its bright white surface is finished with a gritty glaze, creating even more visual interest."
1079,Ivy Indoor/Outdoor Pillow,Outdoor,Outdoor Accessories,88.0,2020-10-14 08:50:56-06:00,No,"Unexpectedly playful, the ivy Indoor / Outdoor Pillow brings whimsy to outdoor lounge sets. Fringed with chunky tassels, the pattern on this pillow mixes dotted lines and stripes in a muted palette directing the eyes to its detailed fringe. Weather resistant, the Ivy Indoor / Outdoor Pillow is durable enough to sit out in the sun with you while also bringing soft comfort to your outdoor space."
1080,Woven Trivet,Outdoor,Outdoor Accessories,20.0,2021-07-16 13:41:25-06:00,Yes,"Hand-woven from abaca rope, the Woven Trivet has an airy, organic design that brings elements of casual warmth to the dining table. Its soft, beige coloring and clever wreath shape brings detail to the traditional trivet, creating a look that is both elegant and relaxed."
1081,Trish Indoor/Outdoor Pillow,Outdoor,Outdoor Accessories,128.0,2020-10-14 09:08:07-06:00,Yes,"Soft rose and cream hues bring a delightfully endearing feel to the Trish Indoor/Outdoor Pillow Cover. Its layered tones and simple pattern give it a muted, subdued presence while its coloring adds a delicate touch to its personality."
